Best Instrumental Arrangement,b'A Taste Of Honey',b'Herb Alpert And The Tijuana Brass'
Best Arrangement Accompanying A Vocalist Or Instrumentalist,b'It Was A Very Good Year',b'Frank Sinatra'
Best Contemporary (R&R) Single,b'King Of The Road',b'Roger Miller'
Best Contemporary (R&R) Vocal Performance - Female,b'I Know A Place',b'Petula Clark'
Best Contemporary (R&R) Vocal Performance - Male,b'King Of The Road',b'Roger Miller'
Best Contemporary (R&R) Performance - Group (Vocal Or Instrumental),b'Flowers On The Wall',b'The Statler Brothers'
Best Rhythm & Blues Recording,b"Papa's Got A Brand New Bag",b'James Brown'
Best Folk Recording,b'An Evening With Belafonte/Makeba',b'Harry Belafonte & Miriam Makeba'
Best Gospel Or Other Religious Recording (Musical),b'Southland Favorites',b'George Beverly Shea And The Anita Kerr Singers'
Best Country & Western Single,b'King Of The Road',b'Roger Miller'
Best Country & Western Album,b'The Return Of Roger Miller',b'Roger Miller'
Best Country & Western Vocal Performance - Female,b'Queen Of The House',b'Jody Miller'
Best Country & Western Vocal Performance - Male,b'King Of The Road',b'Roger Miller'
Best Country & Western Song,b'King Of The Road',"b'Roger Miller, songwriter (Roger Miller)'"
Best New Country & Western Artist,b'',b'The Statler Brothers'
Best Engineered Recording - Non-Classical,b'A Taste Of Honey',b'Herb Alpert And The Tijuana Brass'
"Best Engineered Recording, Classical",b'Horowitz At Carnegie Hall - An Historic Return',"b'Vladimir Horowitz, piano'"
Best Album Cover - Photography,b'Jazz Suite On The Mass Texts',b'Paul Horn'
Best Album Cover - Graphic Arts,b'Bart\xc3\xb3k: Concerto No. 2 For Violin/Stravinsky: Concerto For Violin',"b'Erich Leinsdorf, conductor; Joseph Silverstein, violin'"
Best Classical Performance - Orchestra,b'Ives: Symphony No. 4',"b'Leopold Stokowski, conductor'"
Best Classical Chamber Music Performance - Instrumental Or Vocal,b'Bart\xc3\xb3k: The Six String Quartets - Nos. 1-6',b'The Juilliard String Quartet'
Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),b'Beethoven: Piano Concerto No. 4 In G',"b'Artur Rubinstein, piano'"
Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),b'Horowitz At Carnegie Hall - An Historic Return',"b'Vladimir Horowitz, piano'"
Best Opera Recording,b'Berg: Wozzeck',"b'Karl Bohm, conductor'"
Best Classical Choral Performance (Other Than Opera),b'Stravinsky: Symphony Of Psalms/Poulenc: Gloria',"b'Robert Shaw, conductor'"
Best Classical Vocal Soloist Performance,"b'Strauss: Salome (Dance Of The Seven Veils, Interlude, Final Scene)/The Egyptian Helen (Awakening Scene)'","b'Leontyne Price, soprano'"
Best Composition By A Contemporary Classical Composer,b'Ives: Symphony No. 4',"b'Leopold Stokowski, conductor'"
Most Promising New Classical Recording Artist,b'Bach: Goldberg Variations',"b'Peter Serkin, piano'"
Record Of The Year,b'Strangers In The Night',b'Frank Sinatra'
Album Of The Year,b'A Man And His Music',b'Frank Sinatra'
Song Of The Year,b'Michelle',"b'John Lennon & Paul McCartney, songwriters (The Beatles)'"
Best Instrumental Theme,b'Batman Theme',b'Neal Hefti'
"Best Vocal Performance, Female",b'If He Walked Into My Life',b'Eydie Gorme'
"Best Vocal Performance, Male",b'Strangers In The Night',b'Frank Sinatra'
Best Instrumental Performance (Other Than Jazz),b'What Now My Love',b'Herb Alpert And The Tijuana Brass'
Best Performance By A Vocal Group,b'A Man And A Woman',b''
Best Performance By A Chorus,b"Somewhere My Love (Lara's Theme From Dr. Zhivago)",b'Ray Conniff Singers'
Best Original Score Written For A Motion Picture Or Television Show,b'Dr. Zhivago',b'Maurice Jarre'
Best Score From An Original Cast Show Album,b'Mame',"b'Angela Lansbury, Bea Arthur, Jane Connell, Charles Braswell, Jerry Lanning, Frankie Michaels'"
Best Comedy Performance,b'Wonderfulness',b'Bill Cosby'
"Best Spoken Word, Documentary Or Drama Recording",b'Edward R. Murrow - A Reporter Remembers Vol. I The War Years',b'Edward R. Murrow'
Best Recording For Children,b'Dr. Seuss Presents - "If I Ran The Zoo" And "Sleep Book"',b'Marvin Miller'
Best Album Notes,b'Sinatra At The Sands',b'Frank Sinatra'
Best Instrumental Jazz Performance - Group Or Soloist With Group,b"Goin' Out Of My Head",b'Wes Montgomery'
Best Original Jazz Composition,b'In The Beginning God',b'Duke Ellington'
Best Contemporary (R&R) Recording,b'Winchester Cathedral',b'New Vaudeville Band'
Best Contemporary (R&R) Solo Vocal Performance - Male Or Female,b'Eleanor Rigby',b''
"Best Contemporary (R&R) Group Performance, Vocal Or Instrumental","b'Monday, Monday'",b'Mamas And The Papas'
Best Rhythm & Blues Recording,b'Crying Time',b'Ray Charles'
"Best Rhythm & Blues Solo Vocal Performance, Male Or Female",b'Crying Time',b'Ray Charles'
"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",b'Hold It Right There',b'Ramsey Lewis'
Best Folk Recording,b'Blues In The Street',b'Cortelia Clark'
Best Sacred Recording (Musical),b'Grand Old Gospel',b'Porter Wagoner And The Blackwood Brothers'
Best Country & Western Recording,b'Almost Persuaded',b'David Houston'
Best Country & Western Vocal Performance - Female,b"Don't Touch Me",b'Jeannie Seely'
"Best Country & Western Vocal Performance, Male",b'Almost Persuaded',b'David Houston'
Best Country & Western Song,b'Almost Persuaded',"b'Billy Sherrill & Glenn Sutton, songwriters (David Houston)'"
Best Instrumental Arrangement,b'What Now My Love',b'Herb Alpert And The Tijuana Brass'
Best Arrangement Accompanying A Vocalist Or Instrumentalist,b'Strangers In The Night',b'Frank Sinatra'
Best Engineered Recording - Non-Classical,b'Strangers In The Night',b'Frank Sinatra'
Best Engineered Recording - Classical,b'Wagner: Lohengrin',"b'Erich Leinsdorf, conductor'"
"Best Album Cover, Photography",b'Confessions Of A Broken Man',b'Porter Wagoner'
"Best Album Cover, Graphic Arts",b'Revolver',b'The Beatles'
Album Of The Year - Classical,b'Ives: Symphony No. 1 In D Minor',"b'Morton Gould, conductor'"
Best Classical Performance - Orchestra,b'Mahler: Symphony No. 6 In A Minor',"b'Erich Leinsdorf, conductor'"
Best Chamber Music Performance - Instrumental Or Vocal,"b'Boston Symphony Chamber Players - Works Of Mozart, Brahms, Beethoven, Fine, Copland, Carter, Piston'",b'Boston Symphony Chamber Players'
Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"b'Baroque Guitar (Works Of Bach, Sanz, Weiss, Etc.)'","b'Julian Bream, guitar'"
Best Opera Recording,b'Wagner: Die Walkure',"b'Georg Solti, conductor'"
Best Classical Choral Performance (Other Than Opera),b'Handel: Messiah',"b'Robert Shaw, conductor'"
Best Classical Vocal Soloist Performance (With Or Without Orchestra),"b'Prima Donna (Works Of Barber, Purcell, Etc.)'","b'Leontyne Price, soprano'"
Record Of The Year,"b'Up, Up And Away'",b'5th Dimension'
Album Of The Year,b"Sgt. Pepper's Lonely Hearts Club Band",b'The Beatles'
Song Of The Year,"b'Up, Up And Away'","b'Jimmy L. Webb, songwriter (5th Dimension)'"
Best Instrumental Theme,b'Mission: Impossible',b'Lalo Schifrin'
"Best Vocal Performance, Female",b'Ode To Billie Joe',b'Bobbie Gentry'
"Best Vocal Performance, Male",b'By The Time I Get To Phoenix',b'Glen Campbell'
Best Instrumental Performance,b'Chet Atkins Picks The Best',b'Chet Atkins'
Best Performance By A Vocal Group,"b'Up, Up And Away'",b''
Best Performance By A Chorus,"b'Up, Up And Away'",b'Johnny Mann Singers'
Best Original Score Written For A Motion Picture Or A Television Show,b'Mission: Impossible',b'Lalo Schifrin'
Best Score From An Original Cast Show Album,b'Cabaret',"b'Joel Grey, Lotte Lenya, Jill Haworth, Jack Gilford , Bert Convy'"
Best Comedy Recording,b'Revenge',b'Bill Cosby'
Best New Artist,b'Bobbie Gentry',b'Bobbie Gentry'
"Best Instrumental Jazz Performance, Small Group Or Soloist With Small Group","b'Mercy, Mercy, Mercy'",b'Cannonball Adderley Quintet'
"Best Instrumental Jazz Performance, Large Group Or Soloist With Large Group",b'Far East Suite',b'Duke Ellington'
Best Contemporary Single,"b'Up, Up And Away'",b'5th Dimension'
Best Contemporary Album,b"Sgt. Pepper's Lonely Hearts Club Band",b'The Beatles'
Best Contemporary Female Solo Vocal Performance,b'Ode To Billie Joe',b'Bobbie Gentry'
Best Contemporary Male Solo Vocal Performance,b'By The Time I Get To Phoenix',b'Glen Campbell'
Best Contemporary Group Performance (Vocal Or Instrumental),"b'Up, Up And Away'",b'5th Dimension'
Best Rhythm & Blues Recording,b'Respect',b'Aretha Franklin'
"Best Rhythm & Blues Solo Vocal Performance, Female",b'Respect',b'Aretha Franklin'
"Best Rhythm & Blues Solo Vocal Performance, Male",b'Dead End Street',b'Lou Rawls'
"Best Rhythm & Blues Group Performance, Vocal Or Instrumental",b'Soul Man',b'Sam And Dave'
Best Sacred Performance,b'How Great Thou Art',b'Elvis Presley'
Best Gospel Performance,b'More Grand Old Gospel',b'Porter Wagoner And The Blackwood Brothers Quartet'
Best Folk Performance,b'Gentle On My Mind',b'John Hartford'
Best Country & Western Recording,b'Gentle On My Mind',b'Glen Campbell'
"Best Country & Western Solo Vocal Performance, Female",b"I Don't Wanna Play House",b'Tammy Wynette'
"Best Country & Western Solo Vocal Performance, Male",b'Gentle On My Mind',b'Glen Campbell'
"Best Country & Western Performance Duet, Trio Or Group (Vocal Or Instrumental)",b'Jackson',b'Johnny Cash & June Carter'
Best Country & Western Song,b'Gentle On My Mind',"b'John Hartford, songwriter (John Hartford)'"
"Best Spoken Word, Documentary Or Drama Recording",b'Gallant Men',b'Everett M. Dirksen'
Best Recording For Children,b'Dr. Seuss: How The Grinch Stole Christmas',b'Boris Karloff'
Best Instrumental Arrangement,b'Alfie',b'Burt Bacharach'
Best Arrangement Accompanying Vocalist(s) Or Instrumentalist(s),b'Ode To Billie Joe',b'Bobbie Gentry'
Best Engineered Recording - Non-Classical,b"Sgt. Pepper's Lonely Hearts Club Band",b'The Beatles'
"Best Engineered Recording, Classical",b'The Glorious Sound Of Brass',b'Philadelphia Brass Ensemble'
"Best Album Cover, Photography",b"Bob Dylan's Greatest Hits",b'Bob Dylan'
"Best Album Cover, Graphic Arts",b"Sgt. Pepper's Lonely Hearts Club Band",b'The Beatles'
Best Album Notes,b'Suburban Attitudes In Country Verse',b'John D. Loudermilk'
"Album Of The Year, Classical",b'Berg: Wozzeck',"b'Pierre Boulez, conductor; (Berry, Strauss, Uhl, Doench)'"
Best Classical Performance - Orchestra,b'Stravinsky: Firebird And Petrouchka Suites',"b'Igor Stravinsky, conductor'"
Best Chamber Music Performance,b'West Meets East',"b'Ravi Shankar, sitar; Yehudi Menuhin, violin'"
Best Classical Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"b'Horowitz In Concert (Haydn, Schumann, Scriabin, Debussy, Mozart, Chopin)'","b'Vladimir Horowitz, piano'"
Best Opera Recording,b'Berg: Wozzeck',"b'Pierre Boulez, conductor (Berry, Strauss, Uhl, Doench)'"
Best Classical Choral Performance (Other Than Opera),b'Mahler: Symphony No. 8 In E Flat Major (Symphony Of A Thousand)',"b'Leonard Bernstein, conductor (Various Artists)'"
Best Classical Vocal Soloist Performance,"b'Prima Donna, Volume 2'","b'Leontyne Price, soprano'"
Record Of The Year,b'Mrs. Robinson',b'Simon And Garfunkel'
Album Of The Year,b'By The Time I Get To Phoenix',b'Glen Campbell'
Song Of The Year,b'Little Green Apples',"b'Bobby Russell, songwriter (Roger Miller AND ALSO O.C. Smith)'"
Best New Artist Of The Year,b'Jose Feliciano',b'Jose Feliciano'
Best Instrumental Arrangement,b'Classical Gas',b'Mason Williams'
Best Arrangement Accompanying Vocalist(s),b'Mac Arthur Park',b'Richard Harris'
Best Engineered Recording (Non-Classical),b'Wichita Lineman',b'Glen Campbell'
Best Album Cover,b'Underground',b'Thelonious Monk'
Best Album Notes,b'Johnny Cash At Folsom Prison',b'Johnny Cash'
"Best Contemporary Pop Vocal Performance, Female",b'Do You Know The Way To San Jose?',b'Dionne Warwick'
"Best Contemporary Pop Vocal Performance, Male",b'Light My Fire',b'Jose Feliciano'
Best Contemporary Pop Performance - Vocal Duo Or Group,b'Mrs. Robinson',b'Simon And Garfunkel'
"Best Contemporary Pop Performance, Chorus",b'Mission Impossible/Norwegian Wood Medley',b'Alan Copeland Singers'
"Best Contemporary Pop Performance, Instrumental",b'Classical Gas',b'Mason Williams'
"Best Rhythm & Blues Vocal Performance, Female",b'Chain Of Fools',b'Aretha Franklin'
"Best Rhythm & Blues Vocal Performance, Male",b"(Sittin' On) The Dock Of The Bay",b'Otis Redding'
"Best Rhythm & Blues Performance By A Duo Or Group, Vocal Or Instrumental",b'Cloud Nine',b'The Temptations'
Best Rhythm & Blues Song,b"(Sittin' On) The Dock Of The Bay","b'Otis Redding & Steve Cropper, songwriters (Otis Redding)'"
"Best Country Vocal Performance, Female",b'Harper Valley P.T.A.',b'Jeannie C. Riley'
"Best Country Vocal Performance, Male",b'Folsom Prison Blues',b'Johnny Cash'
"Best Country Performance, Duo Or Group - Vocal Or Instrumental",b'Foggy Mountain Breakdown',b'Flatt And Scruggs'
Best Country Song,b'Little Green Apples',"b'Bobby Russell, songwriter (Roger Miller AND ALSO O.C. Smith)'"
Best Sacred Performance,b'Beautiful Isle Of Somewhere',b'Jake Hess'
Best Gospel Performance,b'The Happy Gospel Of The Happy Goodmans',b'The Happy Goodman Family'
Best Soul Gospel Performance,b'The Soul Of Me',b'Dottie Rambo'
Best Folk Performance,b'Both Sides Now',b'Judy Collins'
Best Instrumental Theme,b'Classical Gas',b'Mason Williams'
Best Original Score Written For A Motion Picture Or A Television Special,b'The Graduate',b'Simon And Garfunkel'
Best Score From An Original Cast Show Album,b'Hair',"b'Ronnie Dyson, Gerome Ragni, Steve Curry, Lamont Washington, Diane Keaton, Melba Moore, James Rado'"
Best Comedy Recording,"b'To Russell, My Brother, Whom I Slept With'",b'Bill Cosby'
Best Spoken Word Recording,b'Lonesome Cities',b'Rod McKuen'
Best Instrumental Jazz Performance - Small Group Or Soloist With Small Group,b'Bill Evans At The Montreux Jazz Festival',b'Bill Evans Trio'
Best Instrumental Jazz Performance - Large Group Or Soloist With Large Group,b'And His Mother Called Him Bill',b'Duke Ellington'
Best Classical Performance - Orchestra,b"Boulez Conducts Debussy (La Mer; Prelude A L'Apres-Midi D'Un Faune; Jeux)","b'Pierre Boulez, conductor'"
Best Chamber Music Performance,"b'Glory Of Gabrieli Vol. II - Canzonas For Brass, Winds, Strings And Organ'","b'Vittorio Negri, conductor; E. Power Biggs, organ; Edward Tarr Brass Ensemble (Gabrieli Consort)'"
Best Opera Recording,b'Mozart: Cosi Fan Tutte',"b'Erich Leinsdorf, conductor'"
Best Performance - Instrumental Soloist Or Soloists (With Or Without Orchestra),"b'Horowitz On Television (Chopin, Scriabin, Scarlatti, Horowitz)'","b'Vladimir Horowitz, piano'"
Best Choral Performance (Other Than Opera),b'The Glory Of Gabrieli',"b'Vittorio Negri, cond.; George Bragg & Gregg Smith, choral directors'"
Best Vocal Soloist Performance,b'Rossini: Rarities',"b'Montserrat Caballe, soprano'"
Best Engineered Recording - Classical,b'Mahler: Symphony No. 9 In D',"b'Georg Solti, conductor; London Symphony Orchestra'"
Record Of The Year,b'Aquarius/Let The Sunshine In (The Flesh Failures)',b'5th Dimension'
Album Of The Year,"b'Blood, Sweat And Tears'","b'Blood, Sweat And Tears'"
Song Of The Year,b'Games People Play',"b'Joe South, songwriter (Joe South)'"
Best New Artist Of The Year,"b'Crosby, Stills And Nash'","b'Crosby, Stills And Nash'"
Best Instrumental Arrangement,b'Love Theme From Romeo And Juliet',b'Henry Mancini'
Best Arrangement Accompanying Vocalist(s),b'Spinning Wheel',"b'Blood, Sweat And Tears'"
Best Engineered Recording - Non-Classical,b'Abbey Road',b'The Beatles'
Best Album Cover,b'America The Beautiful',b'Gary McFarland'
Best Album Notes,b'Nashville Skyline',b'Bob Dylan'
"Best Contemporary Vocal Performance, Female",b'Is That All There Is?',b'Peggy Lee'
"Best Contemporary Vocal Performance, Male",b"Everybody's Talkin'",b'Harry Nilsson'
Best Contemporary Vocal Performance By A Group,b'Aquarius/Let The Sunshine In (The Flesh Failures)',b'5th Dimension'
Best Contemporary Performance By A Chorus,b'Love Theme From Romeo And Juliet',b'Percy Faith Orchestra And Chorus'
Best Contemporary Instrumental Performance,b'Variations On A Theme By Eric Satie',"b'Blood, Sweat And Tears'"
Best Contemporary Song,b'Games People Play',b'(Joe South)'
"Best R&B Vocal Performance, Female",b'Share Your Love With Me',b'Aretha Franklin'
"Best R&B Vocal Performance, Male",b"The Chokin' Kind",b'Joe Simon'
Best R&B Vocal Performance By A Duo Or Group,b"It's Your Thing",b'Isley Brothers'
Best R&B Instrumental Performance,b'Games People Play',b'King Curtis'
Best Rhythm & Blues Song,b'Color Him Father',"b'Richard Spencer, songwriter (The Winstons)'"
Best Soul Gospel Performance,b'Oh Happy Day',b'Edwin Hawkins Singers'
"Best Country Vocal Performance, Female",b'Stand By Your Man',b'Tammy Wynette'
"Best Country Vocal Performance, Male",b'A Boy Named Sue',b'Johnny Cash'
